"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-03",87.49996,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-04",87.7747,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-05",88.44338,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-06",89.19263,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-07",90.21602,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-08",91.10918,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-09",91.72142,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-10",92.36169,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-11",93.25101,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2009-12",94.33475,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-01",95.26616,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-02",96.13296,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-03",97.14013,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-04",98.22807,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-05",98.97056,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-06",99.29714,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-07",99.81746,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-08",100.4602,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-09",101.1488,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-10",102.0963,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-11",102.5997,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2010-12",103.0014,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-01",103.0871,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-02",103.0737,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-03",102.9748,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-04",102.7427,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-05",102.497,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-06",102.2069,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-07",101.6138,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-08",101.0384,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-09",100.5194,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.93625,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-11",99.72195,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2011-12",99.539,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.46352,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-02",99.65093,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-03",99.76491,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-04",99.50117,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-05",99.41099,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-06",99.64554,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-07",99.52884,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-08",99.32752,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-09",98.71879,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-10",98.05859,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-11",97.63257,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2012-12",97.70208,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-01",98.31593,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-02",98.95,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-03",99.02478,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-04",98.72607,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-05",98.63924,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-06",98.46391,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-07",98.45849,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-08",98.83969,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-09",99.27072,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-10",99.41755,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-11",99.32605,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2013-12",99.30755,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-01",99.64233,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-02",99.53138,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-03",99.12151,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-04",98.84042,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-05",98.61046,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-06",98.48535,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-07",98.6215,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-08",98.78886,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-09",98.84908,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-10",99.07299,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-11",99.20755,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2014-12",99.09247,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-01",98.88124,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-02",98.60667,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-03",98.35972,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-04",98.30556,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-05",98.28387,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-06",98.18638,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-07",98.20473,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-08",98.11987,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-09",98.22118,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-10",98.58312,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-11",98.93162,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2015-12",99.25193,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-01",99.44016,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-02",99.4355,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-03",99.35534,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-04",99.17657,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-05",99.07444,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-06",99.27799,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-07",99.68731,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-08",100.1549,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4965,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5087,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-11",100.4675,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2016-12",100.6638,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-01",100.9919,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-02",101.4969,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-03",101.8197,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-04",102.1475,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-05",102.1795,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-06",102.3506,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-07",102.4094,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-08",102.2494,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-09",102.3676,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-10",102.4077,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-11",102.4968,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2017-12",102.462,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-01",102.226,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-02",102.0033,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.8256,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.6347,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-05",101.4283,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-06",101.3209,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-07",101.2661,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-08",101.2281,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.3013,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-10",101.3282,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-11",101.4402,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2018-12",101.158,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.5403,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-02",99.8195,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-03",99.17863,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-04",98.50269,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-05",97.82539,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-06",97.16458,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-07",96.65004,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-08",96.27911,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-09",95.9786,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-10",95.65252,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-11",95.54721,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2019-12",96.02784,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-01",96.51997,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-02",96.4513,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-03",94.69488,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-04",91.48043,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-05",90.15081,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-06",91.03383,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-07",92.93352,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-08",94.70399,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-09",96.03291,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-10",97.19041,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-11",98.28208,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.35222,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2021-01",100.068,
"EST","BCI","AMPLITUD","LTRENDIDX","M","2021-02",100.4273,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-03",99.60581,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-04",99.14063,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-05",98.71338,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-06",98.39783,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-07",98.26356,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-08",98.22411,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-09",98.18506,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-10",98.09718,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-11",98.00921,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2002-12",98.01281,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-01",98.18766,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-02",98.455,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-03",98.71537,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-04",98.89395,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-05",98.99283,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-06",99.00877,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-07",98.93065,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-08",98.81992,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-09",98.74902,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-10",98.77256,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-11",98.85849,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2003-12",98.97648,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-01",99.12383,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-02",99.31932,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-03",99.60957,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-04",100.0271,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-05",100.4539,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-06",100.7177,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-07",100.6797,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-08",100.4847,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-09",100.3099,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-10",100.2699,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-11",100.3028,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2004-12",100.3101,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-01",100.2244,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-02",100.1028,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-03",100.0323,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-04",100.0721,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-05",100.1441,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-06",100.1287,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-07",99.9295,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-08",99.62375,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-09",99.30852,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-10",99.05268,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-11",98.8586,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2005-12",98.7395,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-01",98.73512,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-02",98.85238,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-03",99.1462,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-04",99.67882,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-05",100.3024,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-06",100.8289,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-07",101.1093,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-08",101.2092,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-09",101.1916,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-10",101.08,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-11",100.9385,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8332,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-01",100.8232,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-02",100.9149,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-03",101.1385,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-04",101.5219,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-05",101.9329,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-06",102.1901,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-07",102.1452,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-08",101.92,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-09",101.657,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-10",101.4497,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-11",101.3116,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2007-12",101.2557,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-01",101.3051,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-02",101.4213,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-03",101.5763,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-04",101.7579,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-05",101.9359,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-06",102.0587,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-07",102.053,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-08",101.8791,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-09",101.4336,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-10",100.6215,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-11",99.69897,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2008-12",99.01339,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-01",98.85374,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-02",99.06415,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-03",99.49245,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-04",100.0688,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-05",100.6665,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-06",101.1532,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-07",101.4221,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-08",101.5325,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-09",101.5274,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-10",101.4088,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-11",101.2285,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2009-12",101.0262,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-01",100.8283,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-02",100.67,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-03",100.6034,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-04",100.6668,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-05",100.7619,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-06",100.7561,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-07",100.5534,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-08",100.2659,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-09",100.0465,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-10",100.0076,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-11",100.0702,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2010-12",100.1343,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-01",100.1477,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-02",100.1726,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-03",100.3182,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-04",100.6609,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-05",101.0445,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-06",101.239,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-07",101.0602,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-08",100.6771,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-09",100.3047,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-10",100.1014,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-11",100.0562,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2011-12",100.1581,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-01",100.4094,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-02",100.6907,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-03",100.8548,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-04",100.7912,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-05",100.6074,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-06",100.4361,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-07",100.3625,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-08",100.3395,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-09",100.2944,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-10",100.1849,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-11",100.0782,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2012-12",100.0801,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-01",100.2627,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-02",100.4826,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-03",100.5358,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-04",100.2754,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-05",99.89608,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-06",99.67069,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-07",99.80524,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-08",100.1405,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-09",100.4642,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-10",100.6226,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-11",100.6432,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2013-12",100.5666,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-01",100.4143,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-02",100.2556,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-03",100.1701,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-04",100.2169,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-05",100.3313,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-06",100.4276,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.4364,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.3581,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-09",100.182,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-10",99.89189,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-11",99.56942,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2014-12",99.31767,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-01",99.21702,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-02",99.21029,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-03",99.2278,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-04",99.21844,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-05",99.15661,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-06",99.00806,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-07",98.74822,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-08",98.46722,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-09",98.2936,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-10",98.33919,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-11",98.5365,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2015-12",98.82056,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-01",99.15879,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-02",99.49437,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-03",99.75481,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-04",99.86327,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-05",99.82507,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-06",99.61732,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-07",99.22534,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-08",98.84857,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-09",98.77588,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-10",99.24558,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-11",100.0015,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2016-12",100.7285,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-01",101.2026,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-02",101.4685,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-03",101.5892,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-04",101.6023,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-05",101.6224,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-06",101.7817,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-07",102.1636,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-08",102.5979,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-09",102.8399,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-10",102.6986,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-11",102.3557,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2017-12",102.0366,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-01",101.8819,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-02",101.7959,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.6128,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.1946,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-05",100.6261,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-06",100.0155,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-07",99.44515,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-08",98.96504,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-09",98.65639,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-10",98.60542,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-11",98.70543,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2018-12",98.85249,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-01",98.99,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-02",99.1062,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-03",99.19711,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-04",99.25065,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-05",99.25614,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.18194,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.0011,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-08",98.79677,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-09",98.67824,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-10",98.72058,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.81836,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2019-12",98.8147,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.57478,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",98.16094,
"IDN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.64262,
